sample.ID;fatty.name;d13C;d13Ccor;site;family
S000-Ctr-7;14:0;-19.9791763072651;-18.7044547277494;Sand;SFA
S003-C12-2;14:0;-18.5087625624442;-17.1360133999404;Sand;SFA
S003-C12-5;14:0;-19.4292172427294;-18.117831725578;Sand;SFA
S003-C12-8;14:0;-19.4652582493859;-18.1562754660117;Sand;SFA
S003-Ctr-1;14:0;-13.5161190806694;-11.8105270193807;Sand;SFA
S003-Ctr-4;14:0;-16.6941052931334;-15.2003789793423;Sand;SFA
S003-Ctr-7;14:0;-20.5923183711244;-19.3584729291994;Sand;SFA
S024-C12-8;14:0;-19.3001815398854;-17.9801936425445;Sand;SFA
S024-Ctr-1;14:0;-20.4089986829458;-19.1629319284755;Sand;SFA
S000-Ctr-1;15:0iso;-25.1041184636741;-24.2293758676537;Sand;BFA
S000-Ctr-4;15:0iso;-24.1626027836115;-23.2290154575872;Sand;BFA
S003-C12-2;15:0iso;-18.9406613747196;-17.6807027106396;Sand;BFA
S003-Ctr-1;15:0iso;-15.6637477900811;-14.1989820269611;Sand;BFA
S003-Ctr-7;15:0iso;-20.2279037482646;-19.0483977325311;Sand;BFA
S024-C12-2;15:0iso;-18.0827964261561;-16.7692212027908;Sand;BFA
S024-C12-5;15:0iso;-20.1758445164275;-18.9930847987042;Sand;BFA
S024-C12-8;15:0iso;-24.3325739508062;-23.4096098227316;Sand;BFA
S024-Ctr-1;15:0iso;-24.3432527675933;-23.4209560655679;Sand;BFA
S000-Ctr-1;15:0anteiso;-25.272309828071;-24.4080791923255;Sand;BFA
S000-Ctr-4;15:0anteiso;-25.592674331684;-24.7484664774142;Sand;BFA
S000-Ctr-7;15:0anteiso;-18.5829210123518;-17.3006035756238;Sand;BFA
S003-C12-2;15:0anteiso;-23.455131171466;-22.4773268696827;Sand;BFA
S003-C12-5;15:0anteiso;-16.9633004663084;-15.5797567454527;Sand;BFA
S003-Ctr-1;15:0anteiso;-20.0592674331684;-18.8692216477415;Sand;BFA
S003-Ctr-4;15:0anteiso;-16.2851956003274;-14.8592703253478;Sand;BFA
S003-Ctr-7;15:0anteiso;-24.5029900687004;-23.5906769479942;Sand;BFA
S024-C12-2;15:0anteiso;-19.3962908909693;-18.1648090716549;Sand;BFA
S024-C12-5;15:0anteiso;-22.495817463425;-21.4580560548891;Sand;BFA
S024-C12-8;15:0anteiso;-25.9263873562808;-25.1030365660484;Sand;BFA
S024-Ctr-1;15:0anteiso;-25.4316021784786;-24.5773273146335;Sand;BFA
S024-Ctr-4;15:0anteiso;-15.7628234791585;-14.3042499466059;Sand;BFA
S000-Ctr-1;15:0;-19.5546933399778;-18.3331116737264;Sand;SFA
S000-Ctr-4;15:0;-19.0741465845583;-17.8225307460932;Sand;SFA
S000-Ctr-7;15:0;-17.7214964581923;-16.3853399868293;Sand;SFA
S003-C12-2;15:0;-18.8908268963798;-17.6277535774035;Sand;SFA
S003-C12-5;15:0;-17.5528601430962;-16.2061639020397;Sand;SFA
S003-C12-8;15:0;-10.3971629943401;-8.60323568148638;Sand;SFA
S003-Ctr-1;15:0;-14.3671614518472;-12.8213590425877;Sand;SFA
S003-Ctr-7;15:0;-18.8463318264336;-17.5804775655857;Sand;SFA
S024-C12-8;15:0;-12.7923326095468;-11.1481033976435;Sand;SFA
S024-Ctr-1;15:0;-19.2734844979174;-18.0343272790373;Sand;SFA
S000-Ctr-1;16:4n-3+16:3n-4;-16.2451500373759;-14.900747098398;Sand;PUFA
S003-Ctr-1;16:4n-3+16:3n-4;-13.3093653223221;-11.7922691648116;Sand;PUFA
S000-Ctr-4;16:1n-7;-16.7879898907202;-15.4755187078214;Sand;MUFA
S000-Ctr-7;16:1n-7;-15.3374506104723;-13.9396535875589;Sand;MUFA
S003-C12-2;16:1n-7;-15.3335943710798;-13.9355705105551;Sand;MUFA
S003-C12-5;16:1n-7;-16.7288114476916;-15.4128591799087;Sand;MUFA
S003-Ctr-1;16:1n-7;-11.176271669099;-9.53369941434007;Sand;MUFA
S003-Ctr-4;16:1n-7;-13.732513437511;-12.2403083455999;Sand;MUFA
S024-C12-8;16:1n-7;-15.4211013419713;-14.0282249503225;Sand;MUFA
S024-Ctr-1;16:1n-7;-14.5151817178655;-13.0690159365634;Sand;MUFA
S003-C12-5;16:1n-5;-18.3880326059872;-17.16968158281;Sand;MUFA
S003-Ctr-1;16:1n-5;-17.4580856441107;-16.1850318584701;Sand;MUFA
S024-C12-8;16:1n-5;-12.6971131598617;-11.1440021692653;Sand;MUFA
S000-Ctr-1;16:0;-18.7689104047269;-17.5729639579462;Sand;SFA
S000-Ctr-4;16:0;-18.6834798704304;-17.4825080981028;Sand;SFA
S000-Ctr-7;16:0;-17.5070302210514;-16.236855528172;Sand;SFA
S003-C12-2;16:0;-18.1557683408677;-16.92375471386;Sand;SFA
S003-Ctr-1;16:0;-15.0304346278431;-13.6145778412457;Sand;SFA
S003-Ctr-4;16:0;-14.3469903534686;-12.8909309624962;Sand;SFA
S003-Ctr-7;16:0;-18.9571245505997;-17.7722495241644;Sand;SFA
S024-C12-8;16:0;-18.0881358345496;-16.8521438248172;Sand;SFA
S024-Ctr-1;16:0;-16.9321539173459;-15.6281629713075;Sand;SFA
S003-C12-5;17:1n-7;-11.6096536503756;-10.0824121865076;Sand;MUFA
S003-C12-2;17:0;-13.2363934076104;-11.7995263746999;Sand;SFA
S000-Ctr-4;18:4n-6;-11.2047485138645;-9.73657738301531;Sand;PUFA
S003-Ctr-1;18:4n-6;-16.6246929840173;-15.4417820884392;Sand;PUFA
S003-Ctr-7;18:4n-6;-10.8207560602286;-9.33237480024061;Sand;PUFA
S024-Ctr-1;18:4n-6;-18.0205033282312;-16.9110561349803;Sand;PUFA
S024-C12-5;18:2n-6;-10.2231872708501;-8.70335502194752;Sand;PUFA
S024-C12-8;18:2n-6;-11.7974228455487;-10.3604451005776;Sand;PUFA
S000-Ctr-1;18:1n-9+18:3n-3;-15.3668173566368;-14.1177024806703;Sand;MUFA
S000-Ctr-4;18:1n-9+18:3n-3;-16.1979852632328;-14.9926160665608;Sand;MUFA
S000-Ctr-7;18:1n-9+18:3n-3;-12.802121524935;-11.4180226578263;Sand;MUFA
S003-C12-2;18:1n-9+18:3n-3;-16.0818531306731;-14.870371716498;Sand;MUFA
S003-C12-5;18:1n-9+18:3n-3;-17.3637560958244;-16.2197432587625;Sand;MUFA
S003-C12-8;18:1n-9+18:3n-3;-12.9787669526216;-11.6039652132859;Sand;MUFA
S003-Ctr-1;18:1n-9+18:3n-3;-14.8769266365287;-13.6020280384513;Sand;MUFA
S003-Ctr-4;18:1n-9+18:3n-3;-16.3127825436941;-15.1134553091516;Sand;MUFA
S003-Ctr-7;18:1n-9+18:3n-3;-15.1167550635388;-13.8544790142514;Sand;MUFA
S024-C12-5;18:1n-9+18:3n-3;-14.1423130317159;-12.8287505597009;Sand;MUFA
S024-C12-8;18:1n-9+18:3n-3;-19.6294450574877;-18.6046790078817;Sand;MUFA
S024-Ctr-1;18:1n-9+18:3n-3;-20.7800875662976;-19.8158816487343;Sand;MUFA
S000-Ctr-1;18:1n-7;-12.1186772505606;-10.698607632169;Sand;MUFA
S000-Ctr-4;18:1n-7;-16.8084576228953;-15.6352185504161;Sand;MUFA
S000-Ctr-7;18:1n-7;-18.8481116292313;-17.7822227676119;Sand;MUFA
S003-C12-2;18:1n-7;-15.2066351048302;-13.9490895840318;Sand;MUFA
S003-C12-5;18:1n-7;-16.443598049336;-15.2511558414064;Sand;MUFA
S003-C12-8;18:1n-7;-13.7876873242443;-12.4554603413098;Sand;MUFA
S003-Ctr-4;18:1n-7;-15.7694977396504;-14.5415765680531;Sand;MUFA
S024-C12-5;18:1n-7;-23.6891752393834;-22.878079199351;Sand;MUFA
S024-C12-8;18:1n-7;-20.7017762431921;-19.7334486770444;Sand;MUFA
S024-Ctr-1;18:1n-7;-18.8694692628055;-17.8047044871637;Sand;MUFA
S024-Ctr-4;18:1n-7;-15.4869540454916;-14.2441621531491;Sand;MUFA
S000-Ctr-1;18:0;-19.4327768483251;-18.3976598403422;Sand;SFA
S000-Ctr-4;18:0;-15.5919624105649;-14.3546972742789;Sand;SFA
S000-Ctr-7;18:0;-13.0112483536823;-11.6381561617708;Sand;SFA
S003-C12-2;18:0;-18.8828177837895;-17.8187555618837;Sand;SFA
S003-Ctr-1;18:0;-21.1204748513865;-20.174184054091;Sand;SFA
S003-Ctr-7;18:0;-19.055458655181;-18.0004827949274;Sand;SFA
S024-C12-2;18:0;-22.8597871355855;-22.0050390900899;Sand;SFA
S024-C12-5;18:0;-18.5170683088315;-17.4337561145595;Sand;SFA
S024-C12-8;18:0;-23.2023991741714;-22.3656833412331;Sand;SFA
S024-Ctr-1;18:0;-20.8112341152601;-19.8486674897475;Sand;SFA
S024-C12-8;20:4n-6;-13.1073577047661;-11.8696128335645;Sand;PUFA
S003-Ctr-1;20:5n-3;-11.8592709927738;-10.5620934210012;Sand;PUFA
S024-C12-5;20:5n-3;-10.1626739757233;-8.78470606980541;Sand;PUFA
S024-C12-8;20:5n-3;-15.6337877763143;-14.5163490989959;Sand;PUFA
S024-Ctr-1;20:5n-3;-12.4515003737584;-11.1825242010802;Sand;PUFA
S000-Ctr-1;22:6n-3;-18.0667782009754;-17.1522902966699;Sand;PUFA
S003-Ctr-7;22:6n-3;-13.6105969458582;-12.5023620304607;Sand;PUFA
S003-C12-2;24:0;-37.8605583834673;-37.8109807188059;Sand;SFA
S003-C12-5;24:0;-23.4417826504824;-22.8154539565017;Sand;SFA
S003-Ctr-1;24:0;-165.618362818733;-170.679097331483;Sand;SFA
S024-Ctr-1;24:0;-10.0523262022567;-8.89041925034698;Sand;SFA
